iter	Accuracy	MultiClass
221	0.9943666185	0.025292224
222	0.9942918391	0.02510214506
223	0.9943915449	0.02502488177
224	0.9944663243	0.0248103532
225	0.9944663243	0.02471043847
226	0.9944663243	0.02461457469
227	0.9944663243	0.024535858
228	0.9944663243	0.02449060468
229	0.9944912508	0.0243672884
230	0.9945161773	0.02428905294
231	0.9945161773	0.02421981544
232	0.9944912508	0.0241495099
233	0.9944663243	0.0240256109
234	0.9945411037	0.02396263822
235	0.9945161773	0.02376897657
236	0.9945161773	0.02374457875
237	0.9945660302	0.02368305777
238	0.9945660302	0.02362132348
239	0.9945660302	0.02357207139
240	0.9945909567	0.02352974276
241	0.9946158831	0.02348823283
242	0.9946408096	0.02347527078
243	0.9946408096	0.02345674195
244	0.9946158831	0.02338522651
245	0.9946408096	0.02323107441
246	0.9946408096	0.02314154648
247	0.9946657361	0.02309777041
248	0.9946657361	0.02305384536
249	0.9946408096	0.02300889512
250	0.994715589	0.02296968411
251	0.994715589	0.02292925753
252	0.994715589	0.02288423251
253	0.9946906625	0.0227391404
254	0.9946906625	0.0226641521
255	0.9946906625	0.02262263489
256	0.9946657361	0.02257390651
257	0.9946906625	0.02249656236
258	0.9946906625	0.02244811588
259	0.9946657361	0.02236983394
260	0.9946657361	0.02230657633
261	0.9946408096	0.02227086121
262	0.9946408096	0.02224721859
263	0.9946408096	0.02220456472
264	0.994715589	0.02216684315
265	0.994715589	0.02213867946
266	0.994715589	0.02203825945
267	0.994715589	0.02202378979
268	0.994715589	0.02189766691
269	0.994715589	0.02183229448
270	0.994715589	0.02177301021
271	0.994715589	0.02166759858
272	0.994715589	0.02153611776
273	0.9947405155	0.02147653894
274	0.9946906625	0.02141239636
275	0.9946906625	0.02132804768
276	0.9947405155	0.02127208491
277	0.9946906625	0.02124983648
278	0.9946906625	0.02118930665
279	0.9946906625	0.02113197279
280	0.9946906625	0.02110926985
281	0.994715589	0.02105111548
282	0.9946906625	0.02101218827
283	0.994715589	0.0209816187
284	0.9947654419	0.02096291365
285	0.9948402213	0.02092450442
286	0.9948402213	0.02090029745
287	0.9948651478	0.020827494
288	0.9947405155	0.02080843961
289	0.9946906625	0.0207831288
290	0.9946906625	0.02075205043
291	0.9947903684	0.02063272379
292	0.9947405155	0.02060915494
293	0.9948152949	0.0205918217
294	0.9948152949	0.02057231303
295	0.9947654419	0.02046352494
296	0.994715589	0.02036721048
297	0.9947654419	0.02034014851
298	0.9947654419	0.02028974323
299	0.9947654419	0.02025241079
300	0.9947654419	0.02023993654
301	0.9947654419	0.02019543045
302	0.9947654419	0.02017442433
303	0.9947654419	0.02012986236
304	0.9947654419	0.02009037325
305	0.9947654419	0.02004468901
306	0.9947405155	0.02001896869
307	0.9947405155	0.0199786878
308	0.9947654419	0.01994697532
309	0.994715589	0.01991882826
310	0.994715589	0.01986870893
311	0.9947903684	0.01980161489
312	0.9948900743	0.01977869177
313	0.9948402213	0.01969080751
314	0.9948651478	0.01966630115
315	0.9948900743	0.01957177654
316	0.9948900743	0.01949885909
317	0.9948900743	0.019396342
318	0.9948900743	0.01935870036
319	0.9948900743	0.01934867313
320	0.9948900743	0.01931257696
321	0.9948651478	0.01929654902
322	0.9948900743	0.01925098039
323	0.9948651478	0.01922031071
324	0.9948651478	0.01920332915
325	0.9949150007	0.01917684038
326	0.9949150007	0.01915923395
327	0.9949399272	0.01913636278
328	0.9949150007	0.01912770265
329	0.9949150007	0.01910251905
330	0.9949150007	0.01905883575
331	0.9950147066	0.01899819012
332	0.9950645595	0.01896635766
333	0.9950645595	0.01894628349
334	0.995089486	0.01892634473
335	0.995089486	0.0188785886
336	0.995089486	0.01883965384
337	0.9950645595	0.01882113871
338	0.9950645595	0.01876206043
339	0.995089486	0.01874748836
340	0.995089486	0.01871238537
341	0.9950645595	0.01867348359
342	0.9950645595	0.01862956439
343	0.9950396331	0.0185968942
344	0.9950396331	0.01856632843
345	0.9950147066	0.01854376232
346	0.9949897801	0.0185081668
347	0.9950147066	0.01843012514
348	0.995089486	0.01838709019
349	0.995139339	0.01837375455
350	0.995089486	0.01836166523
351	0.9950645595	0.01832230737
352	0.995139339	0.01830802093
353	0.9951144125	0.01825892501
354	0.9951642654	0.01824575223
355	0.995139339	0.01823230982
356	0.9951144125	0.01822128983
357	0.9951144125	0.01821073019
358	0.9951144125	0.01817317639
359	0.9951144125	0.01815471087
360	0.9950645595	0.0181424506
361	0.9950396331	0.01812518966
362	0.9950396331	0.018099362
363	0.995089486	0.01807331698
364	0.9951642654	0.01805585364
365	0.9951642654	0.01804871033
366	0.9951642654	0.01803463867
367	0.9951642654	0.01801335739
368	0.9951642654	0.01799230343
369	0.9951144125	0.01795589138
370	0.995139339	0.01792060424
371	0.995139339	0.01788784807
372	0.9951144125	0.01787523164
373	0.995139339	0.01783357357
374	0.9951144125	0.01782040971
375	0.9951144125	0.01779857721
376	0.9951144125	0.01778019613
377	0.995139339	0.01772346383
378	0.995089486	0.01771057755
379	0.9951144125	0.01769386201
380	0.9951144125	0.01767919456
381	0.9951144125	0.01766427628
382	0.995139339	0.01765347081
383	0.9951642654	0.01761184517
384	0.9951642654	0.01757687395
385	0.9951642654	0.01754445255
386	0.9951144125	0.01752596708
387	0.9951144125	0.01751566879
388	0.9951642654	0.01745148187
389	0.995139339	0.01742431097
390	0.995139339	0.01739504668
391	0.995139339	0.01737730472
392	0.995089486	0.01732702551
393	0.9951144125	0.01729488944
394	0.9951891919	0.01727758949
395	0.9952141184	0.01726935996
396	0.9952141184	0.01725681811
397	0.9951642654	0.01722071354
398	0.9951642654	0.01721412666
399	0.9951642654	0.01719537059
400	0.9952141184	0.01717853158
401	0.9951891919	0.01712434671
402	0.9952141184	0.01710984589
403	0.9952141184	0.01706419734
404	0.9952390448	0.01705344473
405	0.9952888978	0.01704407637
406	0.9952639713	0.01702774319
407	0.9952888978	0.01700762493
408	0.9952888978	0.01700058089
409	0.9951891919	0.01698227823
410	0.9951891919	0.01695165331
411	0.9951891919	0.01692090371
412	0.9951891919	0.01688483984
413	0.9951891919	0.01687200923
414	0.9951642654	0.01684658658
415	0.9952141184	0.01681481958
416	0.9952390448	0.01679509459
417	0.9952390448	0.01676761125
418	0.9952141184	0.01675610572
419	0.9952639713	0.01672805044
420	0.9952390448	0.01669993507
421	0.9951642654	0.01667248946
422	0.9951642654	0.01665261192
423	0.9951642654	0.01662732925
424	0.9951891919	0.0165955484
425	0.9951891919	0.01655053371
426	0.9951891919	0.01653849587
427	0.9951891919	0.01653185645
428	0.9951891919	0.01652071964
429	0.9952141184	0.0165000461
430	0.9952390448	0.01649505791
431	0.9952141184	0.01647276006
432	0.9952141184	0.01645840836
433	0.9952141184	0.0164422268
434	0.9952141184	0.01643696217
435	0.9952141184	0.01641792249
436	0.9952141184	0.0164058453
437	0.9952390448	0.01638339529
438	0.9952888978	0.01637321362
439	0.9952888978	0.01632951595
440	0.9952390448	0.01627717906
441	0.9952390448	0.01625057245
442	0.9952390448	0.01623698667
443	0.9952141184	0.01622691888
444	0.9952639713	0.01621817121
445	0.9952639713	0.01620861839
446	0.9953387507	0.01618598513
447	0.9953636772	0.01616853208
448	0.9953636772	0.01613567328
449	0.9953636772	0.01610914138
450	0.9954135301	0.01608417118
451	0.9954135301	0.0160661733
452	0.9954135301	0.01601705067
453	0.9953886036	0.01601056521
454	0.9953886036	0.0160047643
455	0.9953886036	0.01600034538
456	0.9953886036	0.0159879227
457	0.9953886036	0.01596058131
458	0.9953886036	0.01593017422
459	0.9953636772	0.01591340604
460	0.9953636772	0.01590393748
461	0.9953636772	0.01589272091
462	0.9953886036	0.01586327542
463	0.9953886036	0.0158502963
464	0.9953886036	0.01584254106
465	0.9953886036	0.01579470188
466	0.9953886036	0.01578915974
467	0.9953886036	0.01578270011
468	0.9954135301	0.01576727868
469	0.9954135301	0.01573914964
470	0.9954135301	0.01571812306
471	0.9954384566	0.01571010493
472	0.9954384566	0.01569658185
473	0.9954384566	0.01568353456
474	0.9954135301	0.01566959714
475	0.9954384566	0.0156582897
476	0.9954384566	0.01565131018
477	0.9954384566	0.01564466829
478	0.9954883095	0.0156308839
479	0.9954883095	0.01561678123
480	0.9954883095	0.01560061827
481	0.9954883095	0.01559294414
482	0.9954883095	0.01558941205
483	0.995513236	0.01554813101
484	0.995513236	0.01552552288
485	0.9954883095	0.01551398874
486	0.9955381624	0.01550111817
487	0.995513236	0.0154978438
488	0.9955381624	0.015485768
489	0.9955381624	0.01546053589
490	0.9954883095	0.01545341607
491	0.9954384566	0.01540889179
492	0.9954384566	0.01539639378
493	0.9954384566	0.0153842955
494	0.995513236	0.01533412291
495	0.995513236	0.01532131497
496	0.9954883095	0.0153127235
497	0.9954883095	0.01531051133
498	0.995513236	0.01530535319
499	0.995513236	0.01528176734
